model,optimizer,n,bins,bin_type,reps,usable,convergence_rate,classical_conv_rate,symbolic_conv_rate,median_time_classical,median_time_symbolic,speedup,mse_class,mse_symbolic,rmse_class,rmse_symbolic,relative_rmse,rmse_mean_ratio,rmse_sd_ratio,boundary_hit_rate
logistic,BFGS,3650,10,EW,1000,1000,1,1,1,0.007099999999998848,6.999999999986055e-4,10.142857142875704,0.011735111435220732,0.013341559702408391,0.10832871934635216,0.1155056695682441,1.0662515929773486,1.0615926005867915,1.0719035629312759,0
logistic,BFGS,3650,10,QU,1000,1000,1,1,1,0.007099999999998848,8.333333333287858e-4,8.520000000045112,0.011735111435220732,0.013070785765360877,0.10832871934635216,0.11432753721374775,1.0553760618937622,0.9997971047980405,1.119401306273335,0
logistic,BFGS,3650,50,EW,1000,1000,1,1,1,0.007099999999998848,8.666666666689101e-4,8.192307692285157,0.011735111435220732,0.011772790530153378,0.10832871934635216,0.1085024908937734,1.0016041133733489,1.0009612547897064,1.0023872067446282,0
logistic,BFGS,3650,50,QU,1000,1000,1,1,1,0.007099999999998848,0.0010999999999967258,6.454545454563619,0.011735111435220732,0.012061726672240435,0.10832871934635216,0.10982589254014936,1.013820648880842,0.9998297657636609,1.0306188269873198,0
logistic,BFGS,3650,100,EW,1000,1000,1,1,1,0.007099999999998848,0.0010666666666717599,6.6562499999671365,0.011735111435220732,0.011720397805983931,0.10832871934635216,0.10826078609535371,0.9993728971282191,0.9978390762800641,1.0012394619886331,0
logistic,BFGS,3650,100,QU,1000,1000,1,1,1,0.007099999999998848,0.0013666666666646659,5.195121951226275,0.011735111435220732,0.011918357584499006,0.10832871934635216,0.10917123057151552,1.007777357936538,1.0002807569826324,1.0168410413488085,0
logistic,L-BFGS-B,365,10,EW,1000,1000,1,1,1,0.0010333333333316355,8.000000000000303e-4,1.2916666666644956,0.1098720820369475,0.11681573351659906,0.33146957935374327,0.34178316739798503,1.0311147347649516,1.032953717132115,1.0288098567563824,0
logistic,L-BFGS-B,365,10,QU,1000,1000,1,1,1,0.0010333333333316355,9.333333333340003e-4,1.1071428571402468,0.1098720820369475,0.12327797127942015,0.33146957935374327,0.35110962857691635,1.0592514379795115,1.0084929006879026,1.1195066382767453,0
logistic,L-BFGS-B,365,50,EW,1000,1000,1,1,1,0.0010333333333316355,9.666666666665454e-4,1.0689655172397572,0.1098720820369475,0.1101491039249819,0.33146957935374327,0.33188718553897484,1.001259862778496,1.001888019763564,1.0004735912246325,0
logistic,L-BFGS-B,365,50,QU,1000,1000,1,1,1,0.0010333333333316355,0.0011999999999981507,0.8611111111110233,0.1098720820369475,0.11284023073200554,0.33146957935374327,0.33591699976631956,1.0134172807690145,1.0033929099961854,1.0258181573267267,0
logistic,L-BFGS-B,365,100,EW,1000,1000,1,1,1,0.0010333333333316355,0.0011666666666656055,0.885714285713636,0.1098720820369475,0.10993959485700479,0.33146957935374327,0.3315714023509941,1.00030718655223,1.000917661413943,0.9995430626220685,0
logistic,L-BFGS-B,365,100,QU,1000,1000,1,1,1,0.0010333333333316355,0.0015000000000024254,0.6888888888866431,0.1098720820369475,0.11236465698885643,0.33146957935374327,0.33520837845861856,1.0112794637509865,1.002020264070697,1.0227431348287628,0
logistic,L-BFGS-B,1095,10,EW,1000,1000,1,1,1,0.0024333333333288465,7.666666666636957e-4,3.173913043484708,0.03657027933248258,0.03887091015908316,0.19123357271274985,0.19715706976693267,1.030975194209651,1.0239635108506329,1.0397405054179936,0
logistic,L-BFGS-B,1095,10,QU,1000,1000,1,1,1,0.0024333333333288465,9.000000000014552e-4,2.7037037036943468,0.03657027933248258,0.04054378812781745,0.19123357271274985,0.20135488106280774,1.0529264198042307,1.005795108526964,1.1094516258372495,0
logistic,L-BFGS-B,1095,50,EW,1000,1000,1,1,1,0.0024333333333288465,9.333333333340003e-4,2.6071428571361865,0.03657027933248258,0.03658681850919413,0.19123357271274985,0.1912768112166086,1.0002261031012778,1.001404846356801,0.998739261830175,0
logistic,L-BFGS-B,1095,50,QU,1000,1000,1,1,1,0.0024333333333288465,0.001166666666669395,2.085714285705562,0.03657027933248258,0.03734561490525038,0.19123357271274985,0.19325013558921603,1.0105450253732133,1.0026335993003057,1.0204237411127373,0
logistic,L-BFGS-B,1095,100,EW,1000,1000,1,1,1,0.0024333333333288465,0.001166666666661816,2.0857142857191118,0.03657027933248258,0.03649264822882575,0.19123357271274985,0.19103049031195452,0.9989380400213493,0.9988836887242044,0.9990065020659601,0
logistic,L-BFGS-B,1095,100,QU,1000,1000,1,1,1,0.0024333333333288465,0.0014666666666698803,1.6590909090842147,0.03657027933248258,0.03701629505877182,0.19123357271274985,0.19239619294251073,1.0060795822264288,1.0018131863349609,1.0114283416855663,0
logistic,L-BFGS-B,3650,10,EW,1000,1000,1,1,1,0.007433333333339457,7.333333333311505e-4,10.136363636402159,0.011732683106481396,0.013340268098014045,0.10831751061800393,0.11550007834635458,1.0663103101924205,1.0616826944296467,1.0719225774311034,0
logistic,L-BFGS-B,3650,10,QU,1000,1000,1,1,1,0.007433333333339457,9.000000000014552e-4,8.259259259252708,0.011732683106481396,0.01307155898062631,0.10831751061800393,0.11433091874303429,1.0555164912000004,0.9998962628389888,1.119566879441123,0
