date,T2M,RH2M
2016-01-09,27.24,85.67
2016-01-10,27.25,85.75
2016-01-11,27.54,84.63
2016-01-12,27.6,85.22
2016-01-13,27.57,85.61
2016-01-14,27.23,88.56
2016-01-15,27.38,86.71
2016-01-16,27.68,84.46
2016-01-17,27.7,84.6
2016-01-18,27.87,83.19
2016-01-19,27.2,86.64
2016-01-20,27.02,83.85
2016-01-21,26.86,85.93
2016-01-22,27.41,88
2016-01-23,26.85,91.24
2016-01-24,26.89,87.91
2016-01-25,26.93,85.94
2016-01-26,27.05,87.74
2016-01-27,27.48,87.36
2016-01-28,27.48,87.06
2016-01-29,27.05,88.4
2016-01-30,26.96,86.87
2016-01-31,27.01,87.32
2016-02-01,26.84,86.6
2016-02-02,26.95,84.82
2016-02-03,27.28,85.36
2016-02-04,27.05,89.33
2016-02-05,27.21,90.35
2016-02-06,27.41,87.87
2016-02-07,25.99,89.57
2016-02-08,25.61,88.48
2016-02-09,26.12,87.99
2016-02-10,26.13,90.98
2016-02-11,26.95,87.63
2016-02-12,27.17,87.9
2016-02-13,27.1,88.84
2016-02-14,26.97,88.77
2016-02-15,27.21,87.5
2016-02-16,26.62,84.27
2016-02-17,26.31,81.92
2016-02-18,27.04,85.61
2016-02-19,26.59,88.55
2016-02-20,26.35,87.17
2016-02-21,26.31,85.62
2016-02-22,26.73,84.67
2016-02-23,27.18,85.51
2016-02-24,26.18,90.9
2016-02-25,26.29,85.23
2016-02-26,26.45,84.65
2016-02-27,26.82,85.78
2016-02-28,27.08,85.85
2016-02-29,26.98,85.67
2016-03-01,26.89,85.97
2016-03-02,27.1,85.67
2016-03-03,27.18,85.5
2016-03-04,27.06,86.95
2016-03-05,27.36,86.2
2016-03-06,27.31,86.29
2016-03-07,26.96,87.87
2016-03-08,27.45,85.76
2016-03-09,27.76,85.95
2016-03-10,27.47,85.26
2016-03-11,27.27,85.44
2016-03-12,27.39,85.44
2016-03-13,27.4,86.68
2016-03-14,27.76,85.34
2016-03-15,27.08,83.26
2016-03-16,27.3,80.45
2016-03-17,27.43,81.81
2016-03-18,27.24,81.43
2016-03-19,27.61,83.29
2016-03-20,27.93,83.83
2016-03-21,28.22,84.35
2016-03-22,28.09,82.33
2016-03-23,28.3,81.96
2016-03-24,28.04,81.88
2016-03-25,27.5,82.02
2016-03-26,27.71,82.2
2016-03-27,27.73,81.95
2016-03-28,27.8,80.86
2016-03-29,27.66,80.11
2016-03-30,27.69,80.6
2016-03-31,27.84,80.93
2016-04-01,27.77,81.22
2016-04-02,28.34,81.5
2016-04-03,27.65,86.19
2016-04-04,27.99,84.23
2016-04-05,27.8,84.38
2016-04-06,27.91,80.46
2016-04-07,28.25,78.17
2016-04-08,28.52,80.03
2016-04-09,28.54,82.22
2016-04-10,28.4,84.03
2016-04-11,28.81,83.35
2016-04-12,28.76,82.4
2016-04-13,28.93,82.74
2016-04-14,28.55,82.29
2016-04-15,28.59,81.64
2016-04-16,29.03,80.1
2016-04-17,28.94,81.08
2016-04-18,28.54,80.68
2016-04-19,29.04,80.31
2016-04-20,28.88,79.97
2016-04-21,29.05,76.59
2016-04-22,28.82,80.36
2016-04-23,28.57,81.63
2016-04-24,28.53,82.38
2016-04-25,28.59,81.11
2016-04-26,28.72,79.95
2016-04-27,29.09,78.53
2016-04-28,29.5,76.65
2016-04-29,28.67,81.08
2016-04-30,29.11,75.29
2016-05-01,29.2,75.97
2016-05-02,28.84,78.84
2016-05-03,28.87,80.4
2016-05-04,29.26,78.13
2016-05-05,28.92,78.78
2016-05-06,28.93,80.31
2016-05-07,28.97,79.86
2016-05-08,29.69,72.27
2016-05-09,29.11,78.28
2016-05-10,29.66,77.18
2016-05-11,29.36,78.24
2016-05-12,29.21,79.27
2016-05-13,29.01,79.29
2016-05-14,28.67,79.2
2016-05-15,29.93,72.29
2016-05-16,29.92,73.38
2016-05-17,29.6,78.48
2016-05-18,28.98,80.28
2016-05-19,28.95,80.47
2016-05-20,29.16,79.15
2016-05-21,27.56,86.44
2016-05-22,29.09,74.73
2016-05-23,29.09,80.3
2016-05-24,28.4,83.55
2016-05-25,29.02,82.74
2016-05-26,28.17,84.26
2016-05-27,27.99,84.66
2016-05-28,27.71,84.72
2016-05-29,28.43,80.6
2016-05-30,27.4,80.91
2016-05-31,28.79,74.3
2016-06-01,28.06,81.06
2016-06-02,28.83,78.05
2016-06-03,28.2,81.2
2016-06-04,28.09,78.83
2016-06-05,28.57,77.76
2016-06-06,28.37,80.71
2016-06-07,28.42,82.24
2016-06-08,27.9,82.83
2016-06-09,28.29,81.48
2016-06-10,28.22,80.05
2016-06-11,27.18,86.76
2016-06-12,27.23,83.68
2016-06-13,27.85,81.15
2016-06-14,27.95,83.54
2016-06-15,27.57,84.93
2016-06-16,27.4,87.59
2016-06-17,26.29,87.54
2016-06-18,26.95,78.16
2016-06-19,26.19,82.32
2016-06-20,27.55,78.15
2016-06-21,27.79,82.02
2016-06-22,26.67,85.56
2016-06-23,27.91,83.95
2016-06-24,27.34,83.05
2016-06-25,27.69,84.41
2016-06-26,27.62,83.11
2016-06-27,27.28,80.82
2016-06-28,28.16,78.43
2016-06-29,28.32,81.48
2016-06-30,28.55,82.01
2016-07-01,28.31,81.7
2016-07-02,28.01,84.69
2016-07-03,28.17,82.72
2016-07-04,28.19,82.53
2016-07-05,28.25,83.39
2016-07-06,28.06,83.73
2016-07-07,28.12,82.6
2016-07-08,27.92,82.31
2016-07-09,28.17,80.45
2016-07-10,28.05,83.47
2016-07-11,27.65,84.64
2016-07-12,27.89,84.09
2016-07-13,27.49,84.12
2016-07-14,26.88,82.73
2016-07-15,27.47,82.21
2016-07-16,27.94,77.85
2016-07-17,27.95,77.87
2016-07-18,26.95,85.49
2016-07-19,27.45,81.65
2016-07-20,26.4,84.15
2016-07-21,27.38,82.97
2016-07-22,26.43,87.79
2016-07-23,26.88,84.72
2016-07-24,27.2,82.14
2016-07-25,26.43,80.44
2016-07-26,26.15,83.79
2016-07-27,27.66,81.32
2016-07-28,27.15,83.95
2016-07-29,27.55,82.48
2016-07-30,27.73,78.89
2016-07-31,28.06,79.09
2016-08-01,27.3,84.63
2016-08-02,27.37,83.61
2016-08-03,27.24,83.39
2016-08-04,26.52,85.62
2016-08-05,27.21,83
2016-08-06,27.74,84.57
2016-08-07,27.59,85.04
2016-08-08,28.07,81.28
2016-08-09,28.04,80.14
2016-08-10,27.84,83.39
2016-08-11,27.46,83.61
2016-08-12,28.04,82.22
2016-08-13,27.89,81.71
2016-08-14,27.75,81.76
2016-08-15,27.58,85.03
2016-08-16,27.44,87.37
2016-08-17,27.52,88.16
2016-08-18,27.81,86.59
2016-08-19,27.33,86.57
2016-08-20,27.53,84.84
2016-08-21,26.46,86.25
2016-08-22,27.89,80.54
2016-08-23,27.79,82.43
2016-08-24,26.88,86.77
2016-08-25,27.94,81.14
2016-08-26,28.13,80.22
2016-08-27,28.23,75.62
2016-08-28,28.14,79.68
2016-08-29,27.58,86.08
2016-08-30,27.21,87.77
2016-08-31,27.42,85.29
2016-09-01,27.12,86.61
2016-09-02,27.68,74.23
2016-09-03,28.54,71.79
2016-09-04,28.86,74.7
2016-09-05,27.64,81.88
2016-09-06,27.63,83.64
2016-09-07,26.57,85.15
2016-09-08,27.72,81.83
2016-09-09,27.57,83.73
2016-09-10,27.4,84.94
2016-09-11,27.18,83.16
2016-09-12,26.89,86.19
2016-09-13,27.61,82.87
2016-09-14,26.89,84.24
2016-09-15,27.47,80.58
2016-09-16,28.1,79.41
2016-09-17,27.44,83.55
2016-09-18,27.19,83.87
2016-09-19,26.98,86.09
2016-09-20,27.13,84.1
2016-09-21,27.53,79.42
2016-09-22,27.21,82.11
2016-09-23,28.44,74.28
2016-09-24,28.2,78.42
2016-09-25,28.68,75.82
2016-09-26,28.74,71.8
2016-09-27,27.25,82.73
2016-09-28,28.1,79.39
2016-09-29,27.56,82.03
2016-09-30,28.02,79.85
2016-10-01,27.32,82.23
2016-10-02,28.04,82.03
2016-10-03,27.02,86.39
2016-10-04,28.7,75.41
2016-10-05,27.38,83.24
2016-10-06,26.82,85.24
2016-10-07,26.09,86.59
2016-10-08,26.95,83.49
2016-10-09,26.97,83.71
2016-10-10,27.83,83.33
2016-10-11,27.9,83.13
2016-10-12,27.7,84
2016-10-13,27.27,84.04
2016-10-14,27.05,78.84
2016-10-15,27.7,81.11
2016-10-16,27.11,86.08
2016-10-17,27.77,81.51
2016-10-18,27.92,81.4
2016-10-19,27.06,84.67
2016-10-20,27.9,80.39
2016-10-21,27.61,82.94
2016-10-22,27.13,82.12
2016-10-23,26.36,85.08
2016-10-24,27.3,79.88
2016-10-25,27.25,81.81
2016-10-26,27.34,80.55
2016-10-27,26.01,89.67
2016-10-28,27.08,81.78
2016-10-29,27.09,85.67
2016-10-30,26.5,82.01
2016-10-31,27.34,81.13
2016-11-01,26.99,81.34
2016-11-02,27.4,81.79
2016-11-03,26.54,89.67
2016-11-04,27.1,83.79
2016-11-05,26.37,89.46
2016-11-06,27.35,83.72
2016-11-07,27.46,83.71
2016-11-08,28.01,81.43
2016-11-09,27.8,79.39
2016-11-10,27.29,82.6
2016-11-11,27.07,83.2
2016-11-12,27.23,82.66
2016-11-13,27.48,84.94
2016-11-14,27.45,83.6
2016-11-15,26.57,87.09
2016-11-16,27.24,79.97
2016-11-17,27.56,83.92
2016-11-18,28.03,79.25
2016-11-19,28.09,81.42
2016-11-20,27.23,87.14
2016-11-21,27.21,85.04
2016-11-22,26.9,86.44
2016-11-23,26.82,86.26
2016-11-24,26.57,84.91
2016-11-25,27.8,81.9
2016-11-26,27.72,83.18
2016-11-27,27.36,85.54
2016-11-28,26.39,90.19
2016-11-29,26.12,88.87
2016-11-30,26.23,90.04
2016-12-01,25.88,88.9
2016-12-02,26.86,85.3
2016-12-03,27.51,80.75
2016-12-04,27.61,83.84
2016-12-05,27.24,81.87
2016-12-06,27.84,83.87
2016-12-07,27.24,81.36
2016-12-08,27.02,85.75
2016-12-09,26.59,86.13
2016-12-10,26.81,82.95
2016-12-11,25.85,87.77
2016-12-12,26.54,86.46
2016-12-13,26.81,85.03
2016-12-14,26.6,87.68
2016-12-15,27.49,81.94
2016-12-16,27.11,84.97
2016-12-17,26.83,87.99
2016-12-18,26.83,88.64
2016-12-19,26.74,89.9
2016-12-20,26.24,88.22
2016-12-21,26.81,88.64
2016-12-22,27.49,83.23
2016-12-23,27.11,87.37
2016-12-24,26.31,91.8
2016-12-25,26.15,91.41
2016-12-26,25.96,90.41
2016-12-27,25.56,91.18
2016-12-28,25.62,89.8
2016-12-29,26.03,87.97
2016-12-30,26.7,88.48
2016-12-31,26.13,91.02
2017-01-01,26.51,90.29
2017-01-02,26.31,89.33
2017-01-03,26.64,86.73
2017-01-04,26.3,87.87
2017-01-05,27.14,80.68
2017-01-06,27.53,78.21
2017-01-07,27.9,80.94
2017-01-08,27.94,77
2017-01-09,27.22,86.96
2017-01-10,26.97,87.75
2017-01-11,26.86,88.21
2017-01-12,27.42,80.89
2017-01-13,26.59,86.36
2017-01-14,27.14,82.64
2017-01-15,26.97,84.4
2017-01-16,26.35,87.49
2017-01-17,26.83,78.43
2017-01-18,27.21,83.14
2017-01-19,26.75,86.39
2017-01-20,26.85,85.73
2017-01-21,26.4,90.96
2017-01-22,26.22,91.93
2017-01-23,25.92,92.45
2017-01-24,25.32,92.78
2017-01-25,25.42,91.04
2017-01-26,25.73,90.16
2017-01-27,25.56,91.83
2017-01-28,25.62,91.08
2017-01-29,25.47,92.36
2017-01-30,26.07,89.56
2017-01-31,25.98,87.43
2017-02-01,26.06,85.58
2017-02-02,25.69,84.73
2017-02-03,26.19,88.14
2017-02-04,26.35,88.98
2017-02-05,26.63,88.7
2017-02-06,26.8,87.43
2017-02-07,25.76,87.47
2017-02-08,26.21,84.62
2017-02-09,26.02,86.32
2017-02-10,26.16,86.73
2017-02-11,26.03,86.26
2017-02-12,25.8,87.9
2017-02-13,25.96,87.59
2017-02-14,25.69,88.64
2017-02-15,25.54,87.43
2017-02-16,25.76,85.75
2017-02-17,26.24,86.58
2017-02-18,26.15,88.68
2017-02-19,26.53,87.73
2017-02-20,26.58,87.71
2017-02-21,26.73,85.68
2017-02-22,27.05,82.67
2017-02-23,27.14,82.2
2017-02-24,26.81,83.84
2017-02-25,26.33,88.28
2017-02-26,26.42,87.83
2017-02-27,26.29,87.76
2017-02-28,26.01,88.87
2017-03-01,25.37,91.41
2017-03-02,25.57,91.46
2017-03-03,26.22,88.94
2017-03-04,25.81,90.12
2017-03-05,26.49,87.9
2017-03-06,26.19,85.6
2017-03-07,26.47,83.25
2017-03-08,26.17,85.57
2017-03-09,26.32,84.05
2017-03-10,26.47,84.63
2017-03-11,26.88,85.59
2017-03-12,26.21,85.85
2017-03-13,27.16,84.82
2017-03-14,26.75,84.59
2017-03-15,27.74,79.93
2017-03-16,27.34,84.21
2017-03-17,27.35,82.86
2017-03-18,27.43,82.87
2017-03-19,27.15,82
2017-03-20,26.18,83.66
2017-03-21,27.32,85.02
2017-03-22,27,86.62
2017-03-23,27.6,83.08
2017-03-24,27.91,79.41
2017-03-25,27.73,82.36
2017-03-26,27.5,85.54
2017-03-27,27.74,84.47
2017-03-28,26.65,87.96
2017-03-29,27.73,77.96
2017-03-30,26.52,87.43
2017-03-31,27.99,78.18
2017-04-01,27.42,84.89
2017-04-02,26.16,86.12
2017-04-03,26.77,85.35
2017-04-04,27.42,84.94
2017-04-05,27.47,84.29
2017-04-06,27.8,82.21
2017-04-07,27.78,82.34
2017-04-08,27.38,85.71
2017-04-09,27.77,82.63
2017-04-10,27.48,82.08
2017-04-11,27.72,84.67
2017-04-12,27.66,86.12
2017-04-13,26.99,84.9
2017-04-14,27.85,81.07
2017-04-15,27.66,83.45
2017-04-16,28.24,80.73
2017-04-17,28.48,79.37
2017-04-18,28.35,78.41
2017-04-19,28.8,76.34
2017-04-20,28.22,80.88
2017-04-21,27.63,85.46
2017-04-22,27.42,82.85
2017-04-23,27.98,82.17
2017-04-24,28.56,80.11
2017-04-25,27.78,86
2017-04-26,26.94,85.01
2017-04-27,27.71,82.81
2017-04-28,26.92,84.8
2017-04-29,27.39,82.89
2017-04-30,28.23,80.73
2017-05-01,28.37,79.91
2017-05-02,28.13,82.84
2017-05-03,28.01,83.87
2017-05-04,28.01,82.4
2017-05-05,28.41,81.05
2017-05-06,28,82.6
2017-05-07,26.75,89.78
2017-05-08,28.24,81.29
2017-05-09,28.07,85.97
2017-05-10,27.73,86.79
2017-05-11,27.46,86.47
2017-05-12,27.87,82.64
2017-05-13,28.14,84.61
2017-05-14,27.92,87.94
2017-05-15,27.95,87.29
2017-05-16,28.01,87.5
2017-05-17,28.35,86.87
2017-05-18,28.07,87.76
2017-05-19,27.86,87.84
2017-05-20,28.07,85.83
2017-05-21,28.09,86.13
2017-05-22,27.56,86.16
2017-05-23,28.17,87.38
2017-05-24,27.87,88.28
2017-05-25,27.96,89.35
2017-05-26,27.65,87.6
2017-05-27,27.81,88.21
2017-05-28,27.9,86.81
2017-05-29,27.92,87.3
2017-05-30,27.63,85.23
2017-05-31,28.1,83.45
2017-06-01,27.23,81.42
2017-06-02,27.77,81.92
2017-06-03,28.19,83.49
2017-06-04,27.86,87.5
2017-06-05,28.04,87.51
2017-06-06,28.15,86.52
2017-06-07,28.19,83.5
2017-06-08,27.9,85.54
2017-06-09,28.3,83.89
2017-06-10,28.02,85.91
2017-06-11,27.69,83.6
2017-06-12,28.17,82.23
2017-06-13,28.04,85.74
2017-06-14,27.8,81.21
2017-06-15,28.04,82.53
2017-06-16,27.54,83.11
2017-06-17,28.02,80
2017-06-18,26.72,86.78
2017-06-19,27.35,79.73
2017-06-20,27.79,81.73
2017-06-21,27.41,85.21
2017-06-22,27.64,85.16
2017-06-23,26.99,85.67
2017-06-24,27.77,79.83
2017-06-25,27.84,80.34
2017-06-26,27.93,78.66
2017-06-27,27.7,82.09
2017-06-28,28.23,80.52
2017-06-29,27.54,82.38
2017-06-30,27.75,82.44
2017-07-01,27.41,85.76
2017-07-02,27.77,85.29
2017-07-03,27.26,86.95
2017-07-04,27.41,86.22
2017-07-05,26.63,86.54
2017-07-06,27.09,84.42
2017-07-07,27.05,84.57
2017-07-08,26.99,85.16
2017-07-09,26.59,86.37
2017-07-10,27.5,80.67
2017-07-11,26.73,87.98
2017-07-12,26.13,87.41
2017-07-13,26.71,86.05
2017-07-14,26.04,85.9
2017-07-15,26.47,83.71
2017-07-16,26.73,83.58
2017-07-17,26.97,85.7
2017-07-18,26.69,87.71
2017-07-19,27.12,85.69
2017-07-20,27.2,87.2
2017-07-21,27.4,86.79
2017-07-22,27.8,84.75
2017-07-23,27.78,84.69
2017-07-24,27.47,85.95
2017-07-25,27.73,85.25
2017-07-26,27.5,85.87
2017-07-27,27.4,84.28
2017-07-28,27.43,83.27
2017-07-29,27.66,86.29
2017-07-30,27.6,87.6
2017-07-31,27.72,86.62
2017-08-01,27.66,86.13
2017-08-02,27.53,82.56
2017-08-03,27.39,80.02
2017-08-04,27.7,81.31
2017-08-05,27.91,84.32
2017-08-06,27.43,86.76
2017-08-07,27.04,88.45
2017-08-08,26.79,89.1
2017-08-09,26.83,83.97
2017-08-10,27.31,82.83
2017-08-11,26.84,84.47
2017-08-12,26.49,83.68
2017-08-13,26,86.18
2017-08-14,26.9,83.95
2017-08-15,26.65,82.48
2017-08-16,27.39,81.17
2017-08-17,26.9,85.81
2017-08-18,27.34,83.64
2017-08-19,27.3,85.78
2017-08-20,27.51,85.82
2017-08-21,27.25,85.59
2017-08-22,26.62,87.46
2017-08-23,27.57,83.41
2017-08-24,27.61,85.07
2017-08-25,27.11,86.35
2017-08-26,27.17,85.42
2017-08-27,27.13,85.64
2017-08-28,27.47,82.74
2017-08-29,26.97,85.14
2017-08-30,26.92,82.13
2017-08-31,27.56,83.51
2017-09-01,27.67,84.08
2017-09-02,27.69,84.14
2017-09-03,27.56,83.61
2017-09-04,27.56,83.12
2017-09-05,27.25,84.56
2017-09-06,27.17,85.44
2017-09-07,27.54,83.81
2017-09-08,27.55,84.29
2017-09-09,27.66,81.98
2017-09-10,27.34,83.06
2017-09-11,27.1,80.04
2017-09-12,27.58,82.77
2017-09-13,27.91,81.39
2017-09-14,27.65,82.6
2017-09-15,27.37,84.9
2017-09-16,27.09,85.7
2017-09-17,27.3,84.64
2017-09-18,26.6,85.98
2017-09-19,28.03,77.84
2017-09-20,27.04,84.03
2017-09-21,27.12,77.62
2017-09-22,27.44,83.14
2017-09-23,27.07,83.94
2017-09-24,27.73,77.13
2017-09-25,27.72,82.4
2017-09-26,28.52,75.93
2017-09-27,27.87,80.42
2017-09-28,27.78,79.33
2017-09-29,27.35,80.81
2017-09-30,27.64,81.48
2017-10-01,27.13,84.51
2017-10-02,27.51,82.01
2017-10-03,27.19,84.92
2017-10-04,27.06,83.4
2017-10-05,27.57,82.53
2017-10-06,28.38,78.85
2017-10-07,29,75.34
2017-10-08,27.42,83.08
2017-10-09,27.86,82.4
2017-10-10,26.91,85.53
2017-10-11,27.57,83.42
2017-10-12,26.48,85.87
2017-10-13,26.85,79.67
2017-10-14,27.76,81.23
2017-10-15,28.37,78.58
2017-10-16,27.75,76.87
2017-10-17,28.52,75.6
2017-10-18,28.84,75.93
2017-10-19,28.38,80.73
2017-10-20,28.69,75.34
2017-10-21,28.84,78.31
2017-10-22,27.93,81.54
2017-10-23,28.21,80.15
2017-10-24,28.26,79.69
2017-10-25,28.45,78.34
2017-10-26,28.02,82.22
2017-10-27,27.25,84.84
2017-10-28,27.76,82.7
2017-10-29,27.29,84.72
2017-10-30,26.9,85.35
2017-10-31,26.18,91.55
2017-11-01,27.39,83.17
2017-11-02,27.5,83.68
2017-11-03,26.58,84.4
2017-11-04,27.18,84.56
2017-11-05,27.5,83.91
2017-11-06,27.9,81.42
2017-11-07,27.8,82.64
2017-11-08,26.79,86.47
2017-11-09,26.6,85.96
2017-11-10,27.68,77.6
2017-11-11,26.93,84.94
2017-11-12,27.17,86.36
2017-11-13,28.12,79.08
2017-11-14,26.14,88.7
2017-11-15,27.59,82.28
2017-11-16,27.9,80.93
2017-11-17,27.64,81.11
2017-11-18,27.43,84.59
2017-11-19,27.57,81.3
2017-11-20,27.16,84.92
2017-11-21,26.96,86.4
2017-11-22,27.74,82.47
2017-11-23,26.48,90.47
2017-11-24,26.25,89.75
2017-11-25,26.48,88.48
2017-11-26,26.22,89.49
2017-11-27,25.76,90.72
2017-11-28,26.67,87.15
2017-11-29,26.28,90.96
2017-11-30,26.79,88.22
2017-12-01,27.08,86.4
2017-12-02,26.98,88.76
2017-12-03,27.93,81.07
2017-12-04,28.1,81.19
2017-12-05,27.38,82.41
2017-12-06,27.17,85.59
2017-12-07,26.68,88.47
2017-12-08,26.29,91.07
2017-12-09,25.61,88.5
2017-12-10,26.83,84.84
2017-12-11,26.39,88.1
2017-12-12,26.44,87.16
2017-12-13,26.51,87.95
2017-12-14,26.99,85.03
2017-12-15,27.01,85.55
2017-12-16,26.64,86.21
2017-12-17,25.99,89.57
2017-12-18,26.22,85.14
2017-12-19,26.02,87.09
2017-12-20,26.07,86.85
2017-12-21,26.14,86.99
2017-12-22,27.1,84.28
2017-12-23,26.5,91.03
2017-12-24,25.73,92.28
2017-12-25,26.83,85.73
2017-12-26,26.85,83.7
2017-12-27,26.76,84.25
2017-12-28,26.82,88.23
2017-12-29,26.74,90.25
2017-12-30,26.27,90.84
2017-12-31,25.69,92.38
2018-01-01,25.63,93.04
2018-01-02,25.83,91.33
2018-01-03,25.96,91.96
2018-01-04,26.07,89.58
2018-01-05,26.43,85.92
2018-01-06,27.31,82.66
2018-01-07,26.84,86.84
2018-01-08,26.92,83.25
2018-01-09,26.29,88.44
2018-01-10,25.13,90.55
2018-01-11,24.4,92.64
2018-01-12,23.91,92.92
2018-01-13,23.98,93.02
2018-01-14,24,93.13
2018-01-15,24.38,89.41
2018-01-16,25.03,92.83
2018-01-17,25.55,91.89
2018-01-18,25.75,89.79
2018-01-19,26.13,89.21
2018-01-20,26.08,89.19
2018-01-21,26,90.19
2018-01-22,26.29,88.78
2018-01-23,25.97,90.48
2018-01-24,25.72,91.72
2018-01-25,26,89.69
2018-01-26,25.87,89.89
2018-01-27,26.25,88.73
2018-01-28,26.1,89.74
2018-01-29,26.68,84.3
2018-01-30,26.19,89.8
2018-01-31,26.32,90.64
2018-02-01,26.33,90.4
2018-02-02,25.88,91.13
2018-02-03,25.84,88
2018-02-04,25.56,86.45
2018-02-05,25.16,86.23
2018-02-06,25.07,84.35
2018-02-07,25.05,84.53
2018-02-08,24.71,82.81
2018-02-09,24.92,80.98
2018-02-10,24.81,82.96
2018-02-11,25.14,82.73
2018-02-12,25.35,84.74
2018-02-13,25.83,85.84
2018-02-14,25.89,86.97
2018-02-15,25.93,86.57
2018-02-16,26.31,85.48
2018-02-17,26.32,84.9
2018-02-18,26.2,83.28
2018-02-19,26.27,84.97
2018-02-20,26.35,83.98
2018-02-21,26.55,84.69
2018-02-22,26.86,85.56
2018-02-23,26.44,87.89
2018-02-24,25.59,90.2
2018-02-25,26.25,87.56
2018-02-26,26.22,85.41
2018-02-27,26.45,87.28
2018-02-28,27.03,85.34
2018-03-01,26.91,85.5
2018-03-02,27.17,85.35
2018-03-03,26.51,86.67
2018-03-04,27.44,82.69
2018-03-05,27.28,84.52
2018-03-06,27.26,83.88
2018-03-07,26.37,89.01
2018-03-08,26.65,88
2018-03-09,27.09,84.93
2018-03-10,26.17,86.56
2018-03-11,26.54,86.87
2018-03-12,26.67,86.34
2018-03-13,26.64,86.39
2018-03-14,26.71,84.92
2018-03-15,27.61,81.01
2018-03-16,27.17,85.36
2018-03-17,27.32,83.84
2018-03-18,26.92,85.29
2018-03-19,27.5,81.86
2018-03-20,27.46,82.06
2018-03-21,27.34,83.32
2018-03-22,26.98,83.87
2018-03-23,27,82.03
2018-03-24,27.36,82.22
2018-03-25,26.95,84.94
2018-03-26,26.77,87.4
2018-03-27,26.42,88.01
2018-03-28,27.33,83.27
2018-03-29,27.46,82.46
2018-03-30,27.46,80.67
2018-03-31,27.72,80.98
2018-04-01,27.15,84.23
2018-04-02,27.34,82.48
2018-04-03,27.29,80.63
2018-04-04,27.31,80.73
2018-04-05,27.66,80.3
2018-04-06,27.52,81.82
2018-04-07,27.43,80.57
2018-04-08,27.47,83.2
2018-04-09,27.23,85.81
2018-04-10,27.88,80.65
2018-04-11,27.68,82.46
2018-04-12,28.03,82.17
2018-04-13,27.91,85.22
2018-04-14,27.43,85.08
2018-04-15,27.68,82.47
2018-04-16,27.4,81.85
2018-04-17,27.65,82.58
2018-04-18,27.18,87.18
2018-04-19,27.56,86.32
2018-04-20,27.57,85.13
2018-04-21,27.4,84.61
2018-04-22,28.29,81.97
2018-04-23,28.13,83.07
2018-04-24,28.08,82.59
2018-04-25,28.84,75.58
2018-04-26,28.21,82.77
2018-04-27,28.11,78.87
2018-04-28,28.28,82.69
2018-04-29,28.32,85.57
2018-04-30,28.01,86.25
2018-05-01,27.58,84.81
2018-05-02,28.39,77.19
2018-05-03,28.55,76.77
2018-05-04,28.82,76.23
2018-05-05,28.03,82.21
2018-05-06,28.24,82.4
2018-05-07,28.37,79.32
2018-05-08,28.35,78.6
2018-05-09,28.39,80.09
2018-05-10,28.11,81
2018-05-11,28.78,74.12
2018-05-12,28.25,78.03
2018-05-13,28.06,82.52
2018-05-14,28.39,80.9
2018-05-15,28.02,83.12
2018-05-16,28.34,78.67
2018-05-17,28.69,77.36
2018-05-18,28.57,77.36
2018-05-19,28.6,76.12
2018-05-20,28.63,76.2
2018-05-21,28.72,77.68
2018-05-22,28.6,79.38
2018-05-23,27.14,83.48
2018-05-24,28.43,78.01
2018-05-25,28.57,79.1
2018-05-26,28.18,78.28
2018-05-27,28.52,79.1
2018-05-28,27.64,85.68
2018-05-29,28.47,80.92
2018-05-30,27.82,83.58
2018-05-31,27.39,85.37
2018-06-01,27.7,80.56
2018-06-02,27.31,79.59
2018-06-03,28.35,82.21
2018-06-04,28.46,82.05
2018-06-05,28.36,85.28
2018-06-06,28.65,84.02
2018-06-07,28.63,82.91
2018-06-08,28,81.39
2018-06-09,28.32,80.55
2018-06-10,28.04,86.23
2018-06-11,27.89,85.67
2018-06-12,27.96,85.26
2018-06-13,27.88,84.71
2018-06-14,27.79,86.39
2018-06-15,26.94,87.51
2018-06-16,27.94,83.5
2018-06-17,27.88,84.62
2018-06-18,27.4,87.28
2018-06-19,27.18,87.5
2018-06-20,27.26,86.95
2018-06-21,27.64,85.19
2018-06-22,27.56,84.84
2018-06-23,27.31,83.85
2018-06-24,26.2,84.55
2018-06-25,26.14,86.62
2018-06-26,26.6,84.8
2018-06-27,25.96,87.19
2018-06-28,26.76,85.22
2018-06-29,25.88,89.29
2018-06-30,26.78,86.09
2018-07-01,26.52,88.48
2018-07-02,26.84,83.81
2018-07-03,26.77,85.11
2018-07-04,27.2,83.36
2018-07-05,27.08,85.04
2018-07-06,27.03,85.42
2018-07-07,27.32,84.01
2018-07-08,27.3,85.89
2018-07-09,26.8,87.87
2018-07-10,26.31,85.78
2018-07-11,27.13,83.28
2018-07-12,27.12,86.94
2018-07-13,27.34,87.08
2018-07-14,27.33,84.69
2018-07-15,26.59,87.99
2018-07-16,27.15,85.01
2018-07-17,27.4,86.9
2018-07-18,27.31,88.9
2018-07-19,27.4,87.78
2018-07-20,27.34,85.5
2018-07-21,27.24,85.27
2018-07-22,27.35,86.33
2018-07-23,27.34,87.68
2018-07-24,27.55,87.36
2018-07-25,27.02,86.37
2018-07-26,27.43,84.86
2018-07-27,27.95,81.06
2018-07-28,27.92,82.25
2018-07-29,27.54,84.93
2018-07-30,26.59,87.31
2018-07-31,26.88,79.43
